cliente_id,produto_id,decisao_em,cliente_patrimonio,cliente_perfil,perfil_calculado,horizonte_anos,tolerancia_perda,num_posicoes,pct_rf,pct_rv,pct_fundos,pct_previdencia,pct_estruturados,pct_cambio,top_emissor_pct,emissor_alvo_match,produto_categoria,produto_risco,produto_rentabilidade_ano,produto_perfil_minimo,produto_taxa_admin,produto_tributacao,produto_liquidez_meses,aprovado
synth-cli-0001,prev-2,2026-02-07,12582149.9,CONSERVADOR,CONSERVADOR,3,8.2,3,0.3649,0.0,0.0563,0.3117,0.0,0.0,0.3649,0,PREVIDENCIA,2,10.47,MODERADO,0.87,INCENTIVADO,0.167,0
synth-cli-0001,firf-1,2026-03-18,12582149.9,CONSERVADOR,CONSERVADOR,3,8.2,3,0.3649,0.0,0.0563,0.3117,0.0,0.0,0.3649,0,FUNDOS,2,12.07,CONSERVADOR,0.99,TRIBUTADO,1.0,0
synth-cli-0001,fundo-mm-1,2026-05-19,12582149.9,CONSERVADOR,CONSERVADOR,3,8.2,3,0.3649,0.0,0.0563,0.3117,0.0,0.0,0.3649,0,FUNDOS,4,15.74,ARROJADO,1.01,TRIBUTADO,1.806,0
synth-cli-0001,firf-0,2026-01-15,12582149.9,CONSERVADOR,CONSERVADOR,3,8.2,3,0.3649,0.0,0.0563,0.3117,0.0,0.0,0.3649,0,FUNDOS,2,12.61,CONSERVADOR,0.86,TRIBUTADO,1.0,1
synth-cli-0001,rf-isento-2,2026-05-08,12582149.9,CONSERVADOR,CONSERVADOR,3,8.2,3,0.3649,0.0,0.0563,0.3117,0.0,0.0,0.3649,0,RENDA_FIXA,1,11.97,CONSERVADOR,0.0,ISENTO,24.0,1
synth-cli-0001,prev-0,2026-03-03,12582149.9,CONSERVADOR,CONSERVADOR,3,8.2,3,0.3649,0.0,0.0563,0.3117,0.0,0.0,0.3649,0,PREVIDENCIA,2,10.09,CONSERVADOR,0.96,INCENTIVADO,0.167,0
synth-cli-0001,rv-knri11,2026-05-07,12582149.9,CONSERVADOR,CONSERVADOR,3,8.2,3,0.3649,0.0,0.0563,0.3117,0.0,0.0,0.3649,0,RENDA_VARIAVEL,3,11.32,MODERADO,0.0,ISENTO,0.067,0
synth-cli-0001,fundo-mm-3,2026-03-26,12582149.9,CONSERVADOR,CONSERVADOR,3,8.2,3,0.3649,0.0,0.0563,0.3117,0.0,0.0,0.3649,0,FUNDOS,4,16.33,ARROJADO,1.5,TRIBUTADO,1.093,0
synth-cli-0001,fundo-mm-0,2026-04-27,12582149.9,CONSERVADOR,CONSERVADOR,3,8.2,3,0.3649,0.0,0.0563,0.3117,0.0,0.0,0.3649,0,FUNDOS,3,14.68,MODERADO,1.33,TRIBUTADO,1.589,0
synth-cli-0001,rv-ivvb11,2026-05-27,12582149.9,CONSERVADOR,CONSERVADOR,3,8.2,3,0.3649,0.0,0.0563,0.3117,0.0,0.0,0.3649,0,RENDA_VARIAVEL,4,17.47,ARROJADO,0.0,ISENTO,0.067,0
synth-cli-0001,rf-isento-0,2026-05-21,12582149.9,CONSERVADOR,CONSERVADOR,3,8.2,3,0.3649,0.0,0.0563,0.3117,0.0,0.0,0.3649,1,RENDA_FIXA,1,11.04,CONSERVADOR,0.0,ISENTO,24.0,0
synth-cli-0001,rv-bpac11,2026-05-13,12582149.9,CONSERVADOR,CONSERVADOR,3,8.2,3,0.3649,0.0,0.0563,0.3117,0.0,0.0,0.3649,0,RENDA_VARIAVEL,4,19.32,ARROJADO,0.0,ISENTO,0.067,0
synth-cli-0001,coe-1,2026-01-25,12582149.9,CONSERVADOR,CONSERVADOR,3,8.2,3,0.3649,0.0,0.0563,0.3117,0.0,0.0,0.3649,0,ESTRUTURADOS,5,22.09,ARROJADO,0.0,TRIBUTADO,36.0,0
synth-cli-0001,rf-pub-1,2026-04-14,12582149.9,CONSERVADOR,CONSERVADOR,3,8.2,3,0.3649,0.0,0.0563,0.3117,0.0,0.0,0.3649,0,RENDA_FIXA,3,12.55,MODERADO,0.0,INCENTIVADO,36.0,0
synth-cli-0001,fundo-mm-4,2026-01-28,12582149.9,CONSERVADOR,CONSERVADOR,3,8.2,3,0.3649,0.0,0.0563,0.3117,0.0,0.0,0.3649,0,FUNDOS,3,12.89,MODERADO,2.27,TRIBUTADO,1.604,0
synth-cli-0001,cambio-0,2026-05-01,12582149.9,CONSERVADOR,CONSERVADOR,3,8.2,3,0.3649,0.0,0.0563,0.3117,0.0,0.0,0.3649,0,CAMBIO,4,11.55,ARROJADO,1.87,TRIBUTADO,1.0,0
synth-cli-0002,rf-cdb-1,2026-03-03,3887349.16,CONSERVADOR,CONSERVADOR,4,5.1,3,0.4415,0.0,0.1263,0.3149,0.0,0.0,0.4415,0,RENDA_FIXA,1,11.46,CONSERVADOR,0.0,TRIBUTADO,0.056,1
synth-cli-0002,rf-isento-1,2026-03-03,3887349.16,CONSERVADOR,CONSERVADOR,4,5.1,3,0.4415,0.0,0.1263,0.3149,0.0,0.0,0.4415,0,RENDA_FIXA,1,11.3,CONSERVADOR,0.0,ISENTO,24.0,0
synth-cli-0002,firf-0,2026-04-25,3887349.16,CONSERVADOR,CONSERVADOR,4,5.1,3,0.4415,0.0,0.1263,0.3149,0.0,0.0,0.4415,0,FUNDOS,2,12.61,CONSERVADOR,0.86,TRIBUTADO,1.0,0
synth-cli-0002,cambio-1,2026-02-16,3887349.16,CONSERVADOR,CONSERVADOR,4,5.1,3,0.4415,0.0,0.1263,0.3149,0.0,0.0,0.4415,0,CAMBIO,4,10.47,ARROJADO,1.77,TRIBUTADO,1.0,0
synth-cli-0002,rf-isento-2,2026-04-13,3887349.16,CONSERVADOR,CONSERVADOR,4,5.1,3,0.4415,0.0,0.1263,0.3149,0.0,0.0,0.4415,0,RENDA_FIXA,1,11.97,CONSERVADOR,0.0,ISENTO,24.0,1
synth-cli-0002,firf-1,2026-02-18,3887349.16,CONSERVADOR,CONSERVADOR,4,5.1,3,0.4415,0.0,0.1263,0.3149,0.0,0.0,0.4415,0,FUNDOS,2,12.07,CONSERVADOR,0.99,TRIBUTADO,1.0,0
synth-cli-0002,firf-2,2026-05-08,3887349.16,CONSERVADOR,CONSERVADOR,4,5.1,3,0.4415,0.0,0.1263,0.3149,0.0,0.0,0.4415,0,FUNDOS,2,11.76,CONSERVADOR,0.78,TRIBUTADO,1.0,0
synth-cli-0002,rf-cdb-4,2026-05-03,3887349.16,CONSERVADOR,CONSERVADOR,4,5.1,3,0.4415,0.0,0.1263,0.3149,0.0,0.0,0.4415,0,RENDA_FIXA,1,11.98,CONSERVADOR,0.0,TRIBUTADO,0.036,1
synth-cli-0002,prev-2,2026-04-14,3887349.16,CONSERVADOR,CONSERVADOR,4,5.1,3,0.4415,0.0,0.1263,0.3149,0.0,0.0,0.4415,0,PREVIDENCIA,2,10.47,MODERADO,0.87,INCENTIVADO,0.167,0
synth-cli-0002,coe-1,2026-02-11,3887349.16,CONSERVADOR,CONSERVADOR,4,5.1,3,0.4415,0.0,0.1263,0.3149,0.0,0.0,0.4415,0,ESTRUTURADOS,5,22.09,ARROJADO,0.0,TRIBUTADO,36.0,0
synth-cli-0002,rf-pub-2,2026-01-25,3887349.16,CONSERVADOR,CONSERVADOR,4,5.1,3,0.4415,0.0,0.1263,0.3149,0.0,0.0,0.4415,0,RENDA_FIXA,3,13.26,MODERADO,0.0,INCENTIVADO,36.0,0
synth-cli-0002,rv-knri11,2026-03-20,3887349.16,CONSERVADOR,CONSERVADOR,4,5.1,3,0.4415,0.0,0.1263,0.3149,0.0,0.0,0.4415,0,RENDA_VARIAVEL,3,11.32,MODERADO,0.0,ISENTO,0.067,0
synth-cli-0002,coe-0,2026-04-20,3887349.16,CONSERVADOR,CONSERVADOR,4,5.1,3,0.4415,0.0,0.1263,0.3149,0.0,0.0,0.4415,0,ESTRUTURADOS,5,19.22,ARROJADO,0.0,TRIBUTADO,36.0,0
synth-cli-0002,fundo-mm-1,2026-01-27,3887349.16,CONSERVADOR,CONSERVADOR,4,5.1,3,0.4415,0.0,0.1263,0.3149,0.0,0.0,0.4415,0,FUNDOS,4,15.74,ARROJADO,1.01,TRIBUTADO,1.806,0
synth-cli-0002,fundo-mm-3,2026-03-05,3887349.16,CONSERVADOR,CONSERVADOR,4,5.1,3,0.4415,0.0,0.1263,0.3149,0.0,0.0,0.4415,0,FUNDOS,4,16.33,ARROJADO,1.5,TRIBUTADO,1.093,0
synth-cli-0002,rf-cdb-2,2026-01-04,3887349.16,CONSERVADOR,CONSERVADOR,4,5.1,3,0.4415,0.0,0.1263,0.3149,0.0,0.0,0.4415,0,RENDA_FIXA,1,13.08,CONSERVADOR,0.0,TRIBUTADO,0.101,0
synth-cli-0002,rf-cdb-3,2026-02-28,3887349.16,CONSERVADOR,CONSERVADOR,4,5.1,3,0.4415,0.0,0.1263,0.3149,0.0,0.0,0.4415,0,RENDA_FIXA,1,13.62,CONSERVADOR,0.0,TRIBUTADO,0.042,1
synth-cli-0002,rf-pub-1,2026-03-01,3887349.16,CONSERVADOR,CONSERVADOR,4,5.1,3,0.4415,0.0,0.1263,0.3149,0.0,0.0,0.4415,0,RENDA_FIXA,3,12.55,MODERADO,0.0,INCENTIVADO,36.0,0
synth-cli-0002,rv-bpac11,2026-01-10,3887349.16,CONSERVADOR,CONSERVADOR,4,5.1,3,0.4415,0.0,0.1263,0.3149,0.0,0.0,0.4415,0,RENDA_VARIAVEL,4,19.32,ARROJADO,0.0,ISENTO,0.067,0
synth-cli-0002,fundo-mm-2,2026-01-11,3887349.16,CONSERVADOR,CONSERVADOR,4,5.1,3,0.4415,0.0,0.1263,0.3149,0.0,0.0,0.4415,0,FUNDOS,3,15.29,MODERADO,1.51,TRIBUTADO,1.155,0
synth-cli-0003,rv-knri11,2026-05-02,4509291.43,MODERADO,MODERADO,5,14.9,4,0.4363,0.0751,0.2484,0.1046,0.0,0.0,0.4363,0,RENDA_VARIAVEL,3,11.32,MODERADO,0.0,ISENTO,0.067,0
synth-cli-0003,firf-1,2026-05-09,4509291.43,MODERADO,MODERADO,5,14.9,4,0.4363,0.0751,0.2484,0.1046,0.0,0.0,0.4363,0,FUNDOS,2,12.07,CONSERVADOR,0.99,TRIBUTADO,1.0,1
synth-cli-0003,rf-pub-1,2026-01-03,4509291.43,MODERADO,MODERADO,5,14.9,4,0.4363,0.0751,0.2484,0.1046,0.0,0.0,0.4363,0,RENDA_FIXA,3,12.55,MODERADO,0.0,INCENTIVADO,36.0,1
synth-cli-0003,coe-1,2026-03-22,4509291.43,MODERADO,MODERADO,5,14.9,4,0.4363,0.0751,0.2484,0.1046,0.0,0.0,0.4363,0,ESTRUTURADOS,5,22.09,ARROJADO,0.0,TRIBUTADO,36.0,0
synth-cli-0003,cambio-0,2026-03-28,4509291.43,MODERADO,MODERADO,5,14.9,4,0.4363,0.0751,0.2484,0.1046,0.0,0.0,0.4363,0,CAMBIO,4,11.55,ARROJADO,1.87,TRIBUTADO,1.0,0
synth-cli-0003,firf-0,2026-04-08,4509291.43,MODERADO,MODERADO,5,14.9,4,0.4363,0.0751,0.2484,0.1046,0.0,0.0,0.4363,0,FUNDOS,2,12.61,CONSERVADOR,0.86,TRIBUTADO,1.0,0
synth-cli-0003,prev-0,2026-05-23,4509291.43,MODERADO,MODERADO,5,14.9,4,0.4363,0.0751,0.2484,0.1046,0.0,0.0,0.4363,0,PREVIDENCIA,2,10.09,CONSERVADOR,0.96,INCENTIVADO,0.167,0
synth-cli-0003,rf-isento-0,2026-05-03,4509291.43,MODERADO,MODERADO,5,14.9,4,0.4363,0.0751,0.2484,0.1046,0.0,0.0,0.4363,0,RENDA_FIXA,1,11.04,CONSERVADOR,0.0,ISENTO,24.0,0
synth-cli-0003,prev-2,2026-05-15,4509291.43,MODERADO,MODERADO,5,14.9,4,0.4363,0.0751,0.2484,0.1046,0.0,0.0,0.4363,0,PREVIDENCIA,2,10.47,MODERADO,0.87,INCENTIVADO,0.167,1
synth-cli-0003,fundo-mm-4,2026-05-10,4509291.43,MODERADO,MODERADO,5,14.9,4,0.4363,0.0751,0.2484,0.1046,0.0,0.0,0.4363,0,FUNDOS,3,12.89,MODERADO,2.27,TRIBUTADO,1.604,1
synth-cli-0003,rv-bpac11,2026-04-24,4509291.43,MODERADO,MODERADO,5,14.9,4,0.4363,0.0751,0.2484,0.1046,0.0,0.0,0.4363,0,RENDA_VARIAVEL,4,19.32,ARROJADO,0.0,ISENTO,0.067,0
synth-cli-0003,rf-cdb-4,2026-03-22,4509291.43,MODERADO,MODERADO,5,14.9,4,0.4363,0.0751,0.2484,0.1046,0.0,0.0,0.4363,0,RENDA_FIXA,1,11.98,CONSERVADOR,0.0,TRIBUTADO,0.036,1
synth-cli-0003,rf-cdb-0,2026-05-09,4509291.43,MODERADO,MODERADO,5,14.9,4,0.4363,0.0751,0.2484,0.1046,0.0,0.0,0.4363,0,RENDA_FIXA,1,12.74,CONSERVADOR,0.0,TRIBUTADO,0.036,1
synth-cli-0003,fundo-mm-1,2026-03-13,4509291.43,MODERADO,MODERADO,5,14.9,4,0.4363,0.0751,0.2484,0.1046,0.0,0.0,0.4363,0,FUNDOS,4,15.74,ARROJADO,1.01,TRIBUTADO,1.806,0
synth-cli-0004,cambio-1,2026-04-17,2051953.04,MODERADO,MODERADO,4,12.3,3,0.4307,0.1516,0.0,0.1111,0.0,0.0,0.4307,0,CAMBIO,4,10.47,ARROJADO,1.77,TRIBUTADO,1.0,0
synth-cli-0004,firf-1,2026-05-28,2051953.04,MODERADO,MODERADO,4,12.3,3,0.4307,0.1516,0.0,0.1111,0.0,0.0,0.4307,0,FUNDOS,2,12.07,CONSERVADOR,0.99,TRIBUTADO,1.0,0
synth-cli-0004,rf-isento-0,2026-02-14,2051953.04,MODERADO,MODERADO,4,12.3,3,0.4307,0.1516,0.0,0.1111,0.0,0.0,0.4307,0,RENDA_FIXA,1,11.04,CONSERVADOR,0.0,ISENTO,24.0,1
synth-cli-0004,rf-pub-2,2026-05-11,2051953.04,MODERADO,MODERADO,4,12.3,3,0.4307,0.1516,0.0,0.1111,0.0,0.0,0.4307,0,RENDA_FIXA,3,13.26,MODERADO,0.0,INCENTIVADO,36.0,1
synth-cli-0004,rf-cdb-4,2026-02-07,2051953.04,MODERADO,MODERADO,4,12.3,3,0.4307,0.1516,0.0,0.1111,0.0,0.0,0.4307,0,RENDA_FIXA,1,11.98,CONSERVADOR,0.0,TRIBUTADO,0.036,0
synth-cli-0004,rf-isento-2,2026-02-28,2051953.04,MODERADO,MODERADO,4,12.3,3,0.4307,0.1516,0.0,0.1111,0.0,0.0,0.4307,0,RENDA_FIXA,1,11.97,CONSERVADOR,0.0,ISENTO,24.0,0
synth-cli-0004,fundo-mm-1,2026-05-05,2051953.04,MODERADO,MODERADO,4,12.3,3,0.4307,0.1516,0.0,0.1111,0.0,0.0,0.4307,0,FUNDOS,4,15.74,ARROJADO,1.01,TRIBUTADO,1.806,0
synth-cli-0004,rv-itsa4,2026-02-21,2051953.04,MODERADO,MODERADO,4,12.3,3,0.4307,0.1516,0.0,0.1111,0.0,0.0,0.4307,0,RENDA_VARIAVEL,4,15.45,ARROJADO,0.0,TRIBUTADO,0.067,0
synth-cli-0005,rf-isento-2,2026-03-05,1662699.44,CONSERVADOR,CONSERVADOR,5,6.3,2,0.0,0.0,0.1023,0.6552,0.0,0.0,0.6552,0,RENDA_FIXA,1,11.97,CONSERVADOR,0.0,ISENTO,24.0,1
synth-cli-0005,rf-cdb-2,2026-05-20,1662699.44,CONSERVADOR,CONSERVADOR,5,6.3,2,0.0,0.0,0.1023,0.6552,0.0,0.0,0.6552,0,RENDA_FIXA,1,13.08,CONSERVADOR,0.0,TRIBUTADO,0.101,1
synth-cli-0005,firf-1,2026-05-20,1662699.44,CONSERVADOR,CONSERVADOR,5,6.3,2,0.0,0.0,0.1023,0.6552,0.0,0.0,0.6552,0,FUNDOS,2,12.07,CONSERVADOR,0.99,TRIBUTADO,1.0,0
synth-cli-0005,coe-1,2026-02-08,1662699.44,CONSERVADOR,CONSERVADOR,5,6.3,2,0.0,0.0,0.1023,0.6552,0.0,0.0,0.6552,0,ESTRUTURADOS,5,22.09,ARROJADO,0.0,TRIBUTADO,36.0,0
synth-cli-0005,rv-knri11,2026-03-03,1662699.44,CONSERVADOR,CONSERVADOR,5,6.3,2,0.0,0.0,0.1023,0.6552,0.0,0.0,0.6552,0,RENDA_VARIAVEL,3,11.32,MODERADO,0.0,ISENTO,0.067,0
synth-cli-0005,rf-cdb-3,2026-04-05,1662699.44,CONSERVADOR,CONSERVADOR,5,6.3,2,0.0,0.0,0.1023,0.6552,0.0,0.0,0.6552,0,RENDA_FIXA,1,13.62,CONSERVADOR,0.0,TRIBUTADO,0.042,1
synth-cli-0005,rf-pub-0,2026-03-06,1662699.44,CONSERVADOR,CONSERVADOR,5,6.3,2,0.0,0.0,0.1023,0.6552,0.0,0.0,0.6552,0,RENDA_FIXA,1,6.5,CONSERVADOR,0.0,TRIBUTADO,0.033,0
synth-cli-0005,cambio-1,2026-04-16,1662699.44,CONSERVADOR,CONSERVADOR,5,6.3,2,0.0,0.0,0.1023,0.6552,0.0,0.0,0.6552,0,CAMBIO,4,10.47,ARROJADO,1.77,TRIBUTADO,1.0,0
synth-cli-0005,rf-cdb-4,2026-02-08,1662699.44,CONSERVADOR,CONSERVADOR,5,6.3,2,0.0,0.0,0.1023,0.6552,0.0,0.0,0.6552,0,RENDA_FIXA,1,11.98,CONSERVADOR,0.0,TRIBUTADO,0.036,1
synth-cli-0005,rf-cdb-0,2026-03-14,1662699.44,CONSERVADOR,CONSERVADOR,5,6.3,2,0.0,0.0,0.1023,0.6552,0.0,0.0,0.6552,0,RENDA_FIXA,1,12.74,CONSERVADOR,0.0,TRIBUTADO,0.036,1
synth-cli-0005,prev-2,2026-02-25,1662699.44,CONSERVADOR,CONSERVADOR,5,6.3,2,0.0,0.0,0.1023,0.6552,0.0,0.0,0.6552,0,PREVIDENCIA,2,10.47,MODERADO,0.87,INCENTIVADO,0.167,0
synth-cli-0005,fundo-mm-2,2026-02-15,1662699.44,CONSERVADOR,CONSERVADOR,5,6.3,2,0.0,0.0,0.1023,0.6552,0.0,0.0,0.6552,0,FUNDOS,3,15.29,MODERADO,1.51,TRIBUTADO,1.155,0
synth-cli-0005,rv-bpac11,2026-04-23,1662699.44,CONSERVADOR,CONSERVADOR,5,6.3,2,0.0,0.0,0.1023,0.6552,0.0,0.0,0.6552,0,RENDA_VARIAVEL,4,19.32,ARROJADO,0.0,ISENTO,0.067,0
synth-cli-0006,coe-0,2026-01-08,981028.32,MODERADO,MODERADO,4,18.4,4,0.4333,0.1517,0.1357,0.2213,0.0,0.0,0.4333,0,ESTRUTURADOS,5,19.22,ARROJADO,0.0,TRIBUTADO,36.0,0
synth-cli-0006,fundo-mm-3,2026-04-24,981028.32,MODERADO,MODERADO,4,18.4,4,0.4333,0.1517,0.1357,0.2213,0.0,0.0,0.4333,0,FUNDOS,4,16.33,ARROJADO,1.5,TRIBUTADO,1.093,0
synth-cli-0006,coe-1,2026-04-17,981028.32,MODERADO,MODERADO,4,18.4,4,0.4333,0.1517,0.1357,0.2213,0.0,0.0,0.4333,0,ESTRUTURADOS,5,22.09,ARROJADO,0.0,TRIBUTADO,36.0,0
synth-cli-0006,rf-pub-2,2026-01-07,981028.32,MODERADO,MODERADO,4,18.4,4,0.4333,0.1517,0.1357,0.2213,0.0,0.0,0.4333,0,RENDA_FIXA,3,13.26,MODERADO,0.0,INCENTIVADO,36.0,0
synth-cli-0006,fundo-mm-2,2026-03-15,981028.32,MODERADO,MODERADO,4,18.4,4,0.4333,0.1517,0.1357,0.2213,0.0,0.0,0.4333,0,FUNDOS,3,15.29,MODERADO,1.51,TRIBUTADO,1.155,1
synth-cli-0006,fundo-mm-1,2026-03-20,981028.32,MODERADO,MODERADO,4,18.4,4,0.4333,0.1517,0.1357,0.2213,0.0,0.0,0.4333,0,FUNDOS,4,15.74,ARROJADO,1.01,TRIBUTADO,1.806,0
synth-cli-0006,prev-0,2026-05-05,981028.32,MODERADO,MODERADO,4,18.4,4,0.4333,0.1517,0.1357,0.2213,0.0,0.0,0.4333,0,PREVIDENCIA,2,10.09,CONSERVADOR,0.96,INCENTIVADO,0.167,0
synth-cli-0006,rf-cdb-1,2026-05-04,981028.32,MODERADO,MODERADO,4,18.4,4,0.4333,0.1517,0.1357,0.2213,0.0,0.0,0.4333,0,RENDA_FIXA,1,11.46,CONSERVADOR,0.0,TRIBUTADO,0.056,1
synth-cli-0006,rv-bpac11,2026-05-23,981028.32,MODERADO,MODERADO,4,18.4,4,0.4333,0.1517,0.1357,0.2213,0.0,0.0,0.4333,0,RENDA_VARIAVEL,4,19.32,ARROJADO,0.0,ISENTO,0.067,0
synth-cli-0006,prev-1,2026-04-14,981028.32,MODERADO,MODERADO,4,18.4,4,0.4333,0.1517,0.1357,0.2213,0.0,0.0,0.4333,0,PREVIDENCIA,3,10.58,MODERADO,0.86,INCENTIVADO,0.167,0
synth-cli-0006,rf-isento-2,2026-02-15,981028.32,MODERADO,MODERADO,4,18.4,4,0.4333,0.1517,0.1357,0.2213,0.0,0.0,0.4333,0,RENDA_FIXA,1,11.97,CONSERVADOR,0.0,ISENTO,24.0,1
synth-cli-0006,rv-itsa4,2026-03-23,981028.32,MODERADO,MODERADO,4,18.4,4,0.4333,0.1517,0.1357,0.2213,0.0,0.0,0.4333,0,RENDA_VARIAVEL,4,15.45,ARROJADO,0.0,TRIBUTADO,0.067,0
synth-cli-0006,firf-2,2026-02-23,981028.32,MODERADO,MODERADO,4,18.4,4,0.4333,0.1517,0.1357,0.2213,0.0,0.0,0.4333,0,FUNDOS,2,11.76,CONSERVADOR,0.78,TRIBUTADO,1.0,0
synth-cli-0006,firf-1,2026-03-03,981028.32,MODERADO,MODERADO,4,18.4,4,0.4333,0.1517,0.1357,0.2213,0.0,0.0,0.4333,0,FUNDOS,2,12.07,CONSERVADOR,0.99,TRIBUTADO,1.0,0
synth-cli-0006,firf-0,2026-04-24,981028.32,MODERADO,MODERADO,4,18.4,4,0.4333,0.1517,0.1357,0.2213,0.0,0.0,0.4333,0,FUNDOS,2,12.61,CONSERVADOR,0.86,TRIBUTADO,1.0,1
synth-cli-0006,rv-knri11,2026-04-18,981028.32,MODERADO,MODERADO,4,18.4,4,0.4333,0.1517,0.1357,0.2213,0.0,0.0,0.4333,0,RENDA_VARIAVEL,3,11.32,MODERADO,0.0,ISENTO,0.067,0
synth-cli-0006,rf-isento-0,2026-02-11,981028.32,MODERADO,MODERADO,4,18.4,4,0.4333,0.1517,0.1357,0.2213,0.0,0.0,0.4333,1,RENDA_FIXA,1,11.04,CONSERVADOR,0.0,ISENTO,24.0,0
